# format : <name> <packetKeyHex> <randKeyHex> <payloadHex> <frameHex>
# frame  : [code][len][randKey][checkSum][encoded payload]
empty_rk5A             77 5A - 7700005A23
rand_035               77 33 E0E001EE2D8C85072CEE81F11B60B6F372840FDE0ED7E1438E8971E3FE8CB767B3EB6151755D1B33E41A0E1E14EDA65E7B8A99640D232504A53699E1A7A91625E3189775BD6E2F248BB292A63F24D74846897C1FB0C3AB3E90A4BB2CA604FA963B11AA404DE74941EC611670E42ED01A9C27C1F63EDFFB5A187CE2AE43C6EA22827EA29C6CF1F2F4CECDA0644B32193A450C6FD001A19EBE0566134EC5176F317F06887064B4B0A5F89E3B6ABB593B1209E18E973F2F1BD41F0958F4761E102BFB5263A47B570EBA 77C80033A9C4C20F0F1CDC5F98B13B780BB33C3D74794D42F2F480A3889F6C2278EC3D71977077A71F7C5D45C3037A2D5FFF1509F6484577A8AC1A4709742C3F427276EABC05411EF5A784303B3FF255DFDC7CF5CF294D2133D707500CF4D5B100657D776ECA9612552B5D9A7916736AE26E31C0CE2010FBB99FB1BC3E0853FC341F3B39AC75979FC2C17603C58B4B6BEEFAF9A5FE5A4BCF6A0CFE3C0F35C292FFFBC7189B4BB6F385A59635ACE397F054E32C608D555703D126B92B202634649F5A0EC4A273613C44CF12452F
rand_036               77 53 EC6A7ECBBD08B04E273241B1FA032E0EB8889C045578BE0A3B1FFA02919C4712BD4CDAAF278601FA40894F50C4B2F91C3CF380F0C68090D518CB29DFC3B3FC04B5F8182D02F3C58EE484B033004B49DCEA1B6A0BECAB395B038F4F132B671AFBDC577F6FD5B7C4B1180BAE843635E6F6CCE9A17D4E62804503 77790053615860AC2C49F5491E8C4D334563E12D122F2BD396447BA02C0F9E653F728C931DA0FA78DE1FE5564292525F7921B4547334834AEAF4CF16E72E6F15D1ECEDBAC48351174D3FC192726A5F8035E851F3E8A3CEB94693E0BA10A50ABE92FDF80B60DD7AAE56731C372EE1648F7F9F0D59C62FB6768088BBB20399
rand_037               77 2E C9512168A13B4F599A283AC60CE6068F68EED89811EA456F6D740B2F3B21FFA427BE47AF9BD9C9ECD984E39347555D9C09B19C27D54A181A03E7100CE4647C6255F943B794BFAE82526F1CF2096DF81D8F06E95AECF648EB69 7759002EB706B678E0B417821041E204D2CD62802FB7FF525D3C3BB89E5C26A07FB896F400620EAABF8ADAF8AC189054A9A458D26A6A7F7BB4433CC0F85AB75FBF8833EDB1BBCEE7F5ECC6C9C8622F6BC9E52E0EB112336673696FA88E48
rand_038               77 45 E0E9D4B0377C8A7B4832F3E4612D734DADFA37BF5A227627FAFBF6BF2AC4D1CA72F179846DC4FA592A1D7F55D19318DC8AC3BA9B9AE888BECFAD50631F3F594F8CA55CE04B54D04324FE6AE71CACE532520CFF72270CC416A1A70E1E12FF4DD0F4AD84AD185594A3007DBD84899F62B7CC7C0C2E47B4B297389438D74A2F35B473B0F9D11DEECFE084417F135F9517D3C2BCEBB54309DBAA5C1AD47610F59A63D157C436A248086279F3B87CE7B58DEFFA74A4F16332C6B5D4E1ECE2AC7902 77BF00455C5EE20A977F36273C1F61065A9D987CF09FED52E5BE46C41CF0C406966E690338A952EE6339B661FADBD01230FDACCFB9ADD339BF23F289218A495A452B8BF4DFEEF316704BAF8D7FA5ECD972A9F16E6896532D466E298E5C2DF86D1707ADDC9A5248AA18A42AC8643E76E32F06B5F04DB6E43EAF9BFE6B88D33BA903D309B06A99E11E4771800CAD5AD9F511F2D5C9E93F50420877B20E19902280755E39F8FD1397D59643F59DA8B4485CD5556D12A9A2D04A2C6F9DF7AB830B6D165DF04D
rand_039               77 DB 49ECC2EE8AC791A63A71A769284B713E4B3DC8EE57FB226992870566E4F8C24A2E795F4BDD94D5D5BFB17C2C15D9C354E9C0242EA20357E3D5AEC6855E0142F4B074F4FF69F896CC2A80E37AA5C04B04F734EC693965BE0A51680D530EA72D9D75E46953557A3C5422E6C499FF8773181DA208E844A9BDA5AFBDC2161D71EB0D25D1A68FCAA32F354FEC07D24DB6A25602115FF3EC58BE7E96B5CE17B3E7E40C694392FBEFF9D7375A99946DB4D63F884F89 77B200DBF64D2BAF2CCBCABE439C5145D98FE5C6E6B1CA7DFF3C934CD7FA831534BBC511AA6D52E6C2C36BD27BAD499D14F214EFA3E4F80231CC5D6173862E0A382C38583704D8E2F04BF93D98F9FD4EDEF30364F2470F7BFF1C8D781A3D6BA8E16EF11569F6C69D5616E994807ADBB453D30B7CA69D45299417441AD2415637EBE4F58D35065742C114BD8115A0520563F642C26B78E9717B1374F5913DEFDBA9B2A9F8A89D2EC32ED6128FDA5BC2376CE523C67EF576
rand_040               77 92 58F9285BAF59179EF6 770900926C15F3545A5AA7289F05
rand_041               77 C6 62E94317DFED069D22EBF653B25E6EB474AB1363CCB2146305A2B086F311F928D64CD81C82EB52E7BDA9092CE9730668E3BFB5E02A1F31D74416C2035D2AA542323A0B8A2D12631ED13DDC08591A26C39C33793834C9D9ECDFB49877256A1C383C5DE347288AC3AB264E77CD4B7C572D69AE675432D8930AA02339C894F8E870BD5A683CBB7AFAF48485E06507C1200E10D8861C6C74E8994D0BADE0F0FD90547CDCA2512E0A8E63B38A21B6D5100ACE5A5ADE7829C35F01AF16FDA581A09D4A43899A6FC864095F7A0442AAFD919CD50FDC7751B3F080AA8EEA3001910A96BCD809577CD2ADF34FA39C4928 77EC00C6AADB7D49AEC319B84AABF720DABFAE9A10E78DDDAA64708B2BA96F84F7AC56EE44A11266A851052E50C2E9FADB50404D3CC7D5AB91D67EE48B675388AEA8A4FE58D578396AA1DE71D4B17BF86D8E9FA17494AF0861CB5211420F6808FDB2673707ECAEF80FC377912CA61A4E19EAE5F08690EC60EA07208FCAEE5586A31131BC1F569DE715EBD5A4EFEF04A03BB432C7943E6C8FD4266435795B54511C1C5D31B1D6A9A55C5EE28331E3ADEB1765552251B3C5BC579688224742D9DEE2E2C204F23E6F91645C74C65D0F7740A3AEBE7907017D6FA8E97EAA56653E8A6144078B23CC767CFC5BBB5904ABEE8D56
rand_042               77 B2 5E8CF7055A8D5021D3FC 770A00B2C613E08F851EC4015D95E3
rand_043               77 18 4EDB666203110405E1619410D29DF4F940177ACCD859D97E8E16497FE160E28E601A49D16DB18F25410756B330B036C42E615FD693A57FEE1BD2E631313CE8AE6DA8827F5B0441107E5560BE94F030A41CEDBDB116D9AFFE0AAB6E5F4BF98A397D6C59935572E26FA032F95A87C5AC4211A3DE88E95B325662882B33B80091D4994E1635E36339E9B0886BAF90977045156B09819595D09D2B5063D3FFB8C429C736008F8E3F0F27B43EFCE437CE4656302D85C4A1ED507C6DED5F67A888EDE0110C60C6DD6E2CD0B73CF52104D2F41D6BD19B7A95CD7C9A314667 77DB0018B281E53CA31AD0232BE7664E0E43A34CA2CB49E6E177143B7C6A708ADF62D5EBCD8E119084AA33E6D6A457F9667A28A93A78A5DC87FA10C85E6C7A73A5B315F093B495850C39BC910A08B9CB2D6EC7E5DD60F634D3F7DA8936EC4B19CE71F76C66DE8896937AA31B8E38F2406408E3F35B5F4C783016C5D7650093580C6F605B2289E0329D2814F89D29F9E1880EA9A556EFC9010E3F0B3C06C008F67B4869AB0E674CEEC3E9F0B7893E09FD5377850A0B07E21760DDF9BAF5BA6EA865BD851FCB63D34461FC157763A53FCB00B4F0318B63DEEDF213B7BC3D9CAD50
rand_044               77 E5 DAD2A17FB87E055958588DBE6A9E90800C4241CD3F93CBFA9C1AA07E43C20D42153D131823A27288655B06D3B03E5632E2FA6B5F60B5DE56C2F3355DCCBA7042A0F4DEE4331435F4FEFCE2FDF61E9EA2BDE242281A48DC34A7CF02D5C99566C4 776000E51404DD7599FDD2C29A84D1111CB7A9293E4D175AD96363B6FEA4070876A54B9A0EF1E8FC0919DE7983E80D2EB190D2D689DE765DC0E982DDD13BC704451666A2FDD8F0FE212BDCCCFDE0D0D218EAC5B8485385C36A0DE51332B4BEEAD6C9AC9DD5
rand_045               77 56 ABEBD11B77258904CA4524878E5906C46F305696EC19B376AEEE229C19514B682236E60160A2703C65B122BF4EDE2366997FFDE5378F4EAFE2B0C017B1703AB5EACC580C17F319695C4CD80E07B97E90691EF57EE51DE0434624894E55AA1A70ACB51185C5A0EE 776700566500A6C61B5AE270841BA7928A81AD2213D2DBC1C94A489AE0E59C508AE45B2EFD079D68CE4DEA8694626DD98E0AD0B27032176AC0388B8FD41C54EBF7E105AE7A6D1C5A3238710C7E31108E5C94B977312579F1A35FEC347921CBFD890779106FDB4C85B9C70B68
rand_046               77 34 1B2EBEE1737D0C861428A91D4CD1FB815166882E86545F0FFAF7B4913155CAFC280D1603938AA19A697CAE07A2899D3C403F0F648C4E4BBCA2F4E0A42FB88CF67A5B5D96A10C164A25DBD4CCA970F11EF7FD291E4471FB5AB5EF5225227E65EB1902DCC1266B 7766003441CECD4B1AF3930049D921B772306D103006F05BA03AFE50C5DF5E3A4336D8CD6E4E45F3E027FAA34EED92E6B9691C29A2D243468767E5830BB8EDB7474D9FCA6539369102D77A44B47E11D1DFC11F0BBF8D2621AAE2E1968FA2CA81DD8AD58072921E2FA5ECA8
rand_047               77 E3 512C6494E9EEC1D080861F84372539923CCF533D900F1D830EE8DBADA90EC324F557A686E96CD3F9 772800E3A0F5918DF47EEBA9563BE130747F58B6F1822DF30169195C9F4E744F06D4356D846E2652F35F48F472
rand_048               77 B6 39C0ECD3CB0C3D7E291403D37C6760F7A181B25F8B9D1743E2CB3150F042269EBEF7EBE17A6FC3E31CD102324A3F17157866C9C55354C1DA608A4904E05353FBF854BDB90E63D3E6769D16944EB23C2CA68477A8E5F1FA0367ECBAEE6BD371C52DFCE9C14F92776F7D9FC5615169D52374024370071BCBA641190A78596B89E3A61AF76305A1B6667B009A011B0CEDE22A09B686827A3AAC3438C40971C2A23DABD47006F73B99B3 77A800B66A10E6AB71372FCB11A1C3E7DC6647DF48878FC0B60E1BE82A7B57F72B44C18F1706D8CA139B5E7B9D446C61660661ACCA8DB6C327B3613F2B08F5A0AB73722BE198FDACDE273FF55980441968DAEEDDE6427E42B052ED9D5E0B0486D050FF48508C244A3776B9E430784FC0D07CE5B420993885D07789A93FA74832627651B278DD28ED83236096F82C38F9F9AD2719BD080CC97AFEB08F4C4A0C793D2735B0A6D2FE055057D96BCA
rand_049               77 82 1ADC7442895110C056501DB752FB89726D087C81C4BB8352DB11EE06263F777DCF5A24B3B3586E50AE37A27A187C88EE8FDF434FF74578BDC0EEB2AA67F005E940E4F20872DF8BE043A4D76A961778D5B1F58BD544C3D03DA7040BD064AFAA54F5E0A7E9CFCEB0999FFD8630D3B5A34E5CB21FBAB21DD4F919BBC1202465ACE677B80BFDD00D25A349AB7574D73C4F 778F0082275971B08DAA50DD003EDCE89DF1E8D7664FE4C08B839E8700F99F6EFF2FA64F8FEBB7AE5AFC76ED7E2E39E913EEEF336DF3D83BC75BA44C9BAF2F5CC78C03BC54A9EE08A43B0589B1F54763758EC69163933CBBC1D4523BC3978DA905E60EDBC6337CA7BD734D9A42982FD73F8344979E0E34C2C079B7B848FC973CA52BF6980ED2AECA5101AAD3F58DACEBC82DFE95
rand_050               77 FF 7EC6A74A3BCC1A9D7B9B41AFF854C64DD2E6ED80843225C9176DDDAB96C5986AC14744130500C7BCAC62DC0D52EA1D 772F00FFB98E70371902D6124061D2288AC4C714BBAE226DADD7548E5291C2749E162AFCA3A5C305CDFE26E371A5C4152A5D2994
rand_051               77 21 0060E41C1F47A8A8351356A94DB9DDE36B381564B729FDB6DE984759B6121670 772000216CD2777644032CD555C813469DE92D1AA177A8F8E1459956E8EECB917123CECBE3
rand_052               77 E9 06BB33336DC597BFE05F2E0DF94CFA2C583E3B68E802D71E63F7FFCE19C41072ED4AB70EA0D85989529EB2BB4565BCC7E57DD2AB05F615156C130F7990FB9660A1B2F303C9484418B3501FEC4A9478B2C307C51ADDFB5F2667942C3A037D7B722BD92F37717D20150B5CBEC78E42F894FAC65CDFF77A7FF95E649F39FBB2874F92A9B3D51FDFB52762AAD7759BD8021693A0DE1FDBD93B35586AB09F0002819FDE09C6035CD6CAF7C122B21DF9BC5FE0957F950512825C825E8EA69498D5330C17E0B2E9AFCA292C2FAC96E82E58D799084AC7B623DBAA8A77B8CB3F4D93633C4618BDB1A023986FB530CDFEC41331 77EF00E99EC042EB10863A0194FDFC29ECB0C35EC408ED3FE6B783029E4352969D9540B3573A48FDBBC91E6E622E0FF47F9FF3E9DB044FD66315105E189C2457D41F90BF352296D520F4A3640425A300B494EB2096255E02BDE5E77C663DD59B2C88F247B550D9DB3DB21502BF1BAE87C029A9978AD903AFDBA03C4700356B70C951A25034581A13AEA402A59453C51A23077283E9BCAC8E32C3749E0460E15CC1EEC617E47592C1249501A925F86A3A0E2D597CD27FF6487610EF3032C83BAE1044062BAF882E424EFBD3A0A83D5BD1F8B7E72A557452F3A588378E9E9B6D4EC961634468384FBD4D29F78F2BAED66F010B2790
rand_053               77 D0 E9BD5D964EECF2AB 770800D0D9C892F428C5985667
rand_054               77 A4 C9A6A4DAD773983080B749E0685A969D864354377A6243BF20F441EC6502BEBD592B706086 772500A45ED246D7366B199C9DB1DA8D708E60590FBADE6F733857E80C8F04334ECD902EB52EC4FB9A66
rand_055               77 AA 53817DA4C9BE26C64FA83185AFF159421427C41E7089856A1B186560BDF1E3106DD9799C1A1A21A82A8E180D62F9E2CD069B8E4C41063BBDC62EDBDAB8BF37D8C8B3349A9D235425785D7F54183804CCDBA4DB3327852D9D08C215471A98A988 776000AABF18DEDEC8CECE5FDCA5222F772FC821C278D531B3FE7A34AE0A7EDC841895CAC35CE2E674CDDCD3A0CC82FF1F32EE670F62204FD4CF54334DAA4BD85B178237CE42FD634FD162AA31C5F6A13E48724BB23DE0956F154C8755282B3C9EFFD811A8
rand_056               77 46 34041882C6237F40EFC29856C728DC69313BE9AE61F327FC9C10AB263F085C87034454DE7F8B895DEFBFACFC33C751131BCC5128E1A86C05F79B330E034026D229C019E08846DCDC07B31AD2519282C91E4E259CB5A21F05AE527AFBFD194F3E2CE22E30E83BC0E6BF06AB7F2871B6B4C4292EB1E3CB88234A9C4793347921F296115D75A7517FA3A02027ACC04D37FC94C53410750AEF8852E0647EB04AE217EEB46C57CE72603A31695600220C4BC8168BFF6072 77B50046A20DDCEAEC7989BB7987054E9D465DDF9C4751EF5BF50A590A448600CEE2962555BDAF7C6790A4326FD2F8C95467D99BC289A40F283B2AF40D60D6FC4682865F2C0F7A11826C8CA3C8B509C6C5382B1BAA8C801E86EE449A477B1B6C9E0CDF1A9F411B72510D00868848FECC2F6F14BAEE1751186A9EC1334258FAD8A787E4A52ACA6752C040A5B2F443E2BB229657C841B7D204B4349AF0B003562866F532B43F6D2DB078FB303804587D0F91028D6483BD66155EE2
rand_057               77 69 5C4E8897657972DBD4BD3524806485AAD3FA4A002455983B40D3E1564AE369D5C6C7FBA9F098DB54528AFB4D957171A6988429ECBF61D74F8E52300276CF5AE5EE44A162C6146B94B8DD6EAF41FE209CAF566FE37A4FB3CED71BE1CC8B3E0113FD4DE28990F50CE52F3EF6112A1179D340F985ADFD26130246B75A79323946A71B6A26E8F543A58DDF36FB3DF8B5649574F3D112EFEEDE3100AD05D412C611E86F24D5459E071DD5EF4CE5F954EFC92872CEBDDAF8B0FEA4308549A4D4F04A1F220257 77C300699306B81E960D7CE136A90416B9245C095F7210B8E576D5AE49601F21FA136E3CC23CE247821FB51636966705410C41158C617F12845762CEB09EA1F2E81E30308CA49785A633E50A3EE0ACC24ACD17C3C020D93BB981C76C4EFD72261FD378D4DA0F2C77E4D7A66D12EE1F500DC8AD31B55919B69F6DBC70DF3459723B465B449B1D0829D5F8AF412DAEF239C2C97C4B042BE4F0F3E1E021D005522ABF4E006BED102C810C177CDC70E1CBD64DE853C51C3B31908C0E5BFC102E76DB33DF3A63B89D4D18
rand_058               77 D4 495E0588091C0EE6C990D56311B0CCC1735AA3FCC88DB01FBCD9945B8D141C5A0F4F65D1F40844554AA2E46F4512B1F23FDA758CFD3BC19C34A68F434B7525BE63D83DF3951262497AE59DBDF14A51331C666409ACBA9FF25F9A5802C6E04E054CE1 776200D4E66296363ADC004734AD4859CDB1415E5C3620C0E42B71047A6B6BECD8AAEE3B3A031555FE66F43B2B680B4B66C5A83968A126D1F8D7C3E1AD20F9184A2C71AA4B58B98AA23466F7116C161CBB0C37A62081A218732DD97945734B78D9AF516E38E90D
rand_059               77 26 74A0326C624248769DC2742A13E6B69B5E7212CA459B36BF86BE5DD8D35273601A1C7A6309A12CC1D2E1E2822B42B46999CBE2CCEF9273A311781BDEFE1362FC0EEC03D978EB92C7160F62E16D62A69CE82DD69F646855D5F17450C0D70DE910D87A9574B506C2B0F4B4BEF0DF2FD45BD000B8ECAC03257DAE1CC42566 777D002657F381D877D94FC00B6A39CFDFB7D3C8025F968A3AEA890176A66434165A94F2CAF14C8CFDB2842D51CC0081D2174A08893A4E1F46F5523DD50F53E911C81E71DEC6D652F9AD08843101A8D44B3AFD11097208AB1B6453A8A4D8F04FEC451F95972A9DCE9F08E1972110E5DF994FDC684953C79EA1E5D84B6D061D538478
rand_060               77 C9 C4012CF8DCCADC04A3F138BC568B8F85CFDBAC4E5AD04D2AC5CED73EB6B247DE41106CF3BABE54A0C8970425BB796B032090996192D72DAED3DB0C881BC359DCAF8DA14FB69A55DD486D7EC0 774C00C9227A5886D9201210C7C1EFCB7C5D5CF408111C6F133D6636496DAAD0897CEA27F1F2F89E3282A362B03C282408A13AFCB0769B676DF59B5EB60F7699737689B7B22C38B9628F7728058E611C6E
rand_061               77 E1 AC9475772FB83BC98AF7CF5D2568FBA14292360032D47765C9054BFB0F5726383881F619D71DFEAF4E4EE2DA89A7FE55EC48FCF2894AA627975EF8CA1FB07A19F912CDFDF756839060FB34DCA00DCDE63D462CEB0D79EAE9A731786117956E5BD68E1FACF92C7174A846ECEAD261105C1FD3EC712629ECB2 777800E15B7EE2D754109FDF3D79BFBCF1F3641EE01261280E1809476B826BC993EA151C3E62C494F88D160DC057F563D4126418B0362BCAB63DD7750F1274125FB31E37F2120387E1A06EF7233B0DF936E1E012DBAD0C4B2E8698889835AE1F4EC82066B69283758CB49B5920CDF19308F1DA8F8B247944375CB31CA6
rand_062               77 00 F3485DCCA907B63F17AC436771630E77328D876D6EBF7939640E3C21548A2D6490085B1DD425836BDA873FCF2A667AD5304B27F7901832BEBE49B72AC97973547728785297BB245B93C4532B4584D4A90BAF1AC81E6E34AB1FAA000CF3889BDED1301B3199D3815768ECE94569C6043BEE3EC8A8BFCA6648B1BA7D8F7BBE8D4AC6A9AE84837482A6818668E33F32F2D3FF829A5E1B33B0DC9C 779900004470722CA2A6E31B26778ED1FF4D682A131DBEE3BDCC7844B159D30E060D9C412E4E4C74B54D882F956804A2BB61510454E7975FAE10243344AA8FFA71F2C2A01628E0A5B0EDD776442A524C9DFCAB1FF0DBBFFECBD15132C296A253A863CC6DB40F3C35A701E099A1A8F3DA82A47E05074237654507933A5306FF0CF4E0E0EC12B54780BF76517F614B7F54D8EC0077AD2D9B7CB91A681FF2E8
rand_063               77 D7 7A092431E07D1A9811FCA70F92071A38CE6ED387B96602F6B4DBB1FAB10805B69744C06FE81F0B41A1AD7310612231C1CE9FAEA9344C464570A74C2C0D1C4F43ACD59C30A9D30411FB3EE06D5CF9526AAB7ACD418ED9D7F05B260D2F390068A48263C05A6CC28E70E956F60ECBB5059D2CA637380D343C5D3D01FBE97DDDD843E19732D7791330C6319DBEDBF67DD2C21ACCF474FA86FDF6DEE01F4320DB25879119FC8D18EF737B9CBD3FBD247A423F3D930DDF9DF6A32205697F256C21D9 77BF00D747A229902DB4B3480A39D3BAE1308D2CACFA53CF2170547875DC79B71E48274BB892D544BFE82B6DEBCA89B7D48CEB43F3737BF9E7EF5895A2DBB07F2FD8C05D147B3057FB14CBB63B69A229F0ABCC255954C447A61FAED88D533C4E78FB3D5F100B9A0F07A13E13CD38945051572F4A0B5A1A9B55506AC604CB2C006EF1D29D7ADA40E60C3BBA6B9FC49DA01BF2BDBAE6784F96EEB8F15B56172B54F5383D9B7324056ACD3AF94BC351F92E59CAB05248F7A2CEAA97FD48AEBD72EAD83A9C89
rand_064               77 2D 902666917EDEF7F25B819A9FD4DC7D5DA489603DADB5487C472578A7D87B9D02A5B6492BE7F9A2FB228D5CADB228E442A670DE23D2BBD2092019221A27944055FFB61D2F534CE57EB76AE9973CAFDDB342CA43988E3D27759D610D0D37AB281747 7761002D650256EC965C87638AF0C03282BC69E563052F3B392A3D4E6A47F899D6F51AF219F5AE72A85B725390A93653BE7541BB90CD53A5CFAFD1A3D343C3CB4278416443CD90DEB2A715D49C957D0A9D9097BD5733A4F6418665A5179CF3ED793ABB82D3F3
rand_065               77 49 E5E9602645C5202BA59CF8CE7A20A076E209C4AF8765071FC72F48BD1324243D95D2BCCE16F2B8081EF78C205DE7F95F 773000494B5FD7694A7C348CB69F4189605BD7710637DCD9D6F61455A25E0E8A324711B917946C14FF34383489E43370282348ECB6
rand_066               77 CD D7D2092113429238F466103FA2588735E846BAE6396A4C78F13C2540DEE617DAFFF8C1788B5DB47A358ED53FAF05033B6DF5F94AAB387544B1889AD256F39280C38979137958761C969A2BCD532C500CD2429AC6175AE286546E8346696E0485ABEDF799E41B20479CF3DA9197B5B7CF9F97670184B7DB646055A9431F3FB3103F8C04B3D58DFA22D101AA32828880AD5D5B26A4FA39A7065FA5D572814EE84A08CF670953984CD6BC2C63591D8EF3CD93F5A05681C79095D8C5 77BA00CDF3E1D426B8CBD9AFDA639349CB13DEC6FAF89F6E3A5DFF3B28820BB31039A174ECB5973A540F02B12D889A41ACBA82F57CA82A55C91698535DDAD84C03E0018E822B4CC446A38D3B6A151B10F1A5685FA51D3669793ECA90C91E326D95FC7E88EED100F008F688D616BCEEA2BA7FCCE28A93CA2AF6446E27B32FA7FC03D99DB8DA5515BF09D67D78001F5623C1059CD7A02A8CA8B12CF597585066C185A05EC88142DB699D6254763BC4DA2B46F28341CD46B5060C79A4CBF06B8A
rand_067               77 4D 9683EA5A8D1CEA4266235D8AE5DDCCAD6FAD5758C9CF9DC02249DC39541F590567C7036956DC530616177667D57AAED780CEF6758750E58AE4A8D4195A1A43B8FA00799FEC786BFF6C5ADF95136DD17E58DA164D56E03F5BD0CAC05E721E523D59189523D656FAD36FD5E03B271CFD4B00B70007BDE774DBEC98E82F24934D3C8CF59F1E9CE0C82A2870C1819AF1FAE57F4FFCCC45CD 7796004D1BB0DDFAD8D9AB91420F9624B5A709DD63E6B73D70284009757799092BB5B57EB33FFD0ECBEAA28D69A77BC35782A81CC26E53C4B9AD44B22FD0920872244F67481D7B7267146E17F813CDFE5F0F7FD0D22A7F70AD18007B4A63DFE116D75BC3391A54EB92B14BA9638A3FCE2F6B7644B0C200865A110247900327694FBDE5B2AAE03C1FFFD7CAF5CDE964CED0924A04DA29D6DB37B2D7
rand_068               77 65 42FA93B5F9E2FD5C9981DFB7C77D9CAD9D14C990F3528FF6DD8851C474FB8F8BDAD90B1878712A468AA29C17DE943F03D8A74190BAA98623224C4916D5D7050ABA1B967F2AA99BA2674220 774B00652B5C4C579C5A95533A7A4C31720A9C3EF8A987F64C63954AC015EBE2AC68A86B52E9D0BC21C21994C8683984D534AC67C6D776F06738874ECB8AE6AB9DE21BFF6E1D2EDD3893EA5A190F1681
rand_069               77 B5 8F7AD5E11271A9785DA51657822AEBEDCA76D9ECAA7D1295F21A173648B1CAF1D513CBBE3EA101B3D6 772900B5DE850FF6A5A26D4FD6D2B4802ADC7F0FB51D3A7A636AE38845082E53B5274DEB970EAD5DA857BA74AC0C
rand_070               77 B3 84123D6A463DA9A0786C08FB43B56D4D019C986EFDCED28C791219C3F67C7DEDAFE3CABC67966706644B7E5FBC585DEDCF261D7815E281C11A752015C6B7C721E2DF1908D83F78 774700B3B6280DD336C756B2B10A16C8A6C35652C4AF0DFBC2BC39248069AF78C5368E4D34C46224CDEB442C61EC09B4FF907873A622B92580024B9DDFF5810185DDFD127178A5F734A90AD9
rand_071               77 67 2E29698645B29FA9CE8711C179E611A751001FADEF59BB24ED7177229EA45082FC4F3E2BE2340A967C20608AFBCB252A8DFF0A328CFC627EF51C31CC1DB385C29F39093399ABD79E182E8EF7D0F6A4AA1166FEDEF678BEF6E0605D5E226CF984FE2FF024D1DEADC98AFAC291602F3730C57D22379595789794862360179855CF01781B88F1963520BACC25DE144086C3918B9FC7D21B3866FAD5AC5B63FF40AC905EB3E6639B17AA90ECDF6852F0386B5DDA9D1613D1A56DFA9720D76E6963219327E0C78EB5FA6FF5A117B78306F63011B043AAC18068B37D12A75AA09E6539F21CC9B2DAAC8678CF34F551104B 77EE006741366FC94CFA6BF7538F5B7217B37AAAB6933B7893DB49FC0C711C7A7594AA16F396DB3E25AC827C6778380E5175C93C2A39985F818586031B7060C7CFC02F63F4AAEC9D8C5272F75FA17E1F0681B171522E7186FA540B8CBCCCFDAB1EF76BD67610ECE60BAF46123C08F7E85B4CFF75061EBE1ABEABD2932605850E38256D6C5B7D1C5AE78B42CE91786A4B8B3DA0FB949CD61516C52CFDADE57FB5B9D80D8EB8661F23FCAA92CFCB4930E2AB4030022C17C7CEB499806C1216A8F8BC2A08D33EBA2444001EB81E283B58D42C9BC7A53E9A032F4C2C09827B5B6610D374F6AB14FF99362E583BC0F2BF2B26279E27
rand_072               77 3B 9556B90D45F029406990676E6165F0F99585972FAF4764CC08EDA2C05F873433D11428C705E98F1DA8578B9A1988A96B65AA71C6754F3C738614468CDA810481AD31B85E6B33425120AF396730CD3A9648D28000948DB57633F108 775B003B7139F450BECD832086055F9AB0A3AC130EE02AAD7E3C04D63366ED4E04F9B2E5469683249D81EB52D35A3F4374FC659753406A8BFFE07F7699F896BC91C6074CEB6511F95E1C606072C45477B451681FCD696C59DBB3A176AAC922AD
rand_073               77 ED 03800B12F7905CDE95EBE4BBE2995B0EFD4B822747EC6474C678DCF5CC1157F0D350DBE6ACD949C5D932DF5F37D5001BE08338EB4FDC7B7EC52DADB6EC89685CBA1BF91399BAAB8AC5BE49F6F512DEC03D8BBF7A3378CB18517BF25D9A97F49380896B7F065C0C9422382A67657B7B63DD0A1FBE3BEADEAB310AB2D21E6385FD 778000ED20DDE3F0DE09514794CA7022D6D244895F5819DAC1A32CFDB5BF28E5E41DD2505FEDF2D0E5B2CD97E3B6208D06CE20B6CA203ACCD809DB607E7F64C43372670ADC62204FDE0AB769F66493F1A2C077CE7851C0286BE9DAD00767452FDF094107213785EE55C6B0EAE5628054CE87865EB4111D5038794D6D4180629E7526C773AD
rand_074               77 16 3B143AE6F34BB7478A9ACF35616E89A9619EAE573CA02E83F5FDC0 771B001678D264A756B11B7FBCD4C6342D6A63DA9C62023B7120056356C7F596
rand_075               77 1C 02C9F171B87F81E9174E9472777B6B184707108C01D6EA6B5D108EC3C6C8D8D40ADB3B13551B557560ADC6E9E6B04326581FE6A8D1F9C8F54C9FD225157DD0A17DECC72BD257891F8E9D86F8CFB7E515079BD4BEF560 7756001C56815FEF4C38DD52089E50DF24AF7F1BF1BDB67012BECE016B919748844DA460B4CD03016E6BB1F90222A12F8E72240096EBA93EF9123E773DD2888D6BB1F69073C82D20DE2DA55FA0CA03B7595D3A61F1FBEEF6BC8C42
